Business_ID,Business_Age_Years,Industry,Region,Annual_Revenue_AUD,Annual_Profit_AUD,Total_Assets_AUD,Total_Liabilities_AUD,Owner_Credit_Score,Loan_Amount_AUD,Loan_Term_Months,Previous_Loans,Previous_Defaults,Industry_Growth_Rate,Debt_to_Asset_Ratio,Profit_Margin,Loan_to_Revenue_Ratio,Net_Worth,Revenue_per_Year_in_Business,Interest_Coverage_Ratio,Risk_Score,Defaulted,Business_Age_Category,Credit_Score_Category,Loan_Size_Category,Leverage_Category
BIZ1767,13,Hospitality,WA,60552,15494,74866,115417,685,20438,12,3,0,3.19,1.542,0.256,0.338,-40551,4325.14,9.47,0.515,1,Mature,Good,Small,High
BIZ1768,3,IT,TAS,81390,23203,135792,46685,839,36101,12,1,0,3.14,0.344,0.285,0.444,89107,20347.5,8.031,0.1,0,Established,Excellent,Small,Low
BIZ1769,11,Retail,WA,190705,27496,50192,12404,749,21098,24,1,0,5.03,0.247,0.144,0.111,37788,15892.08,16.281,0.199,0,Mature,Good,Small,Low
BIZ1770,1,Agriculture,WA,139708,11732,77984,20764,535,27657,36,2,1,2.77,0.266,0.084,0.198,57220,69854.0,5.3,0.566,1,Startup,Fair,Small,Low
BIZ1771,12,Hospitality,NSW,101822,17800,157571,116359,781,58770,24,2,0,1.56,0.738,0.175,0.577,41212,7832.46,3.785,0.171,0,Mature,Excellent,Medium,Medium
BIZ1772,1,Construction,ACT,112879,13051,60748,37529,793,22167,24,0,0,4.9,0.618,0.116,0.196,23219,56439.5,7.355,0.243,0,Startup,Excellent,Small,Medium
BIZ1773,4,Education,NSW,66714,4627,70048,33428,821,14215,36,2,0,2.98,0.477,0.069,0.213,36620,13342.8,4.065,0.129,0,Established,Excellent,Small,Low
BIZ1774,10,Transport,QLD,86183,11436,44763,7692,699,13675,36,1,0,-3.91,0.172,0.133,0.159,37071,7834.82,10.444,0.145,0,Mature,Good,Small,Low
BIZ1775,1,Agriculture,WA,62049,3600,38884,92907,781,7507,24,5,0,1.45,2.389,0.058,0.121,-54023,31024.5,5.984,0.447,0,Startup,Excellent,Small,High
BIZ1776,2,Education,SA,80310,3316,46780,64666,366,14318,36,1,0,0.95,1.382,0.041,0.178,-17886,26770.0,2.892,0.668,1,Startup,Poor,Small,High
BIZ1777,8,Transport,ACT,253298,21723,303860,197730,388,102149,36,1,1,2.94,0.651,0.086,0.403,106130,28144.22,2.658,0.631,1,Established,Poor,Medium,Medium
BIZ1778,8,Healthcare,VIC,46420,4581,42891,32222,405,13946,60,2,0,2.62,0.751,0.099,0.3,10669,5157.78,4.102,0.46,0,Established,Poor,Small,Medium
BIZ1779,7,IT,QLD,60955,802,52955,38069,696,21612,36,0,0,-3.35,0.719,0.013,0.355,14886,7619.38,0.464,0.271,0,Established,Good,Small,Medium
BIZ1780,8,Hospitality,NSW,41027,6186,151218,61201,398,5000,48,1,0,-1.98,0.405,0.151,0.122,90017,4558.56,15.426,0.495,1,Established,Poor,Small,Low
BIZ1781,5,Manufacturing,TAS,35255,1430,81975,132343,736,17315,36,2,0,-0.36,1.614,0.041,0.491,-50368,5875.83,1.032,0.441,0,Established,Good,Small,High
BIZ1782,2,Transport,QLD,86617,8480,21601,6773,746,41684,24,1,0,2.69,0.314,0.098,0.481,14828,28872.33,2.542,0.197,0,Startup,Good,Small,Low
BIZ1783,3,Manufacturing,QLD,64066,8948,40200,33942,557,5000,36,3,0,5.72,0.844,0.14,0.078,6258,16016.5,22.314,0.363,0,Established,Fair,Small,Medium
BIZ1784,2,IT,ACT,338805,77488,1189517,218274,806,88405,48,0,0,-2.31,0.183,0.229,0.261,971243,112935.0,10.955,0.091,0,Startup,Excellent,Medium,Low
BIZ1785,15,Retail,QLD,80984,2702,46969,33881,552,7112,36,1,0,0.48,0.721,0.033,0.088,13088,5061.5,4.741,0.505,1,Mature,Fair,Small,Medium
BIZ1786,6,Construction,QLD,243428,12198,697476,449814,577,118222,48,0,0,2.35,0.645,0.05,0.486,247662,34775.43,1.29,0.509,0,Established,Fair,Medium,Medium
BIZ1787,4,Hospitality,VIC,194386,14392,123229,79608,819,88542,60,4,0,-0.29,0.646,0.074,0.455,43621,38877.2,2.032,0.218,0,Established,Excellent,Medium,Medium
BIZ1788,4,IT,NT,85283,11741,60677,23494,321,46572,12,2,1,2.76,0.387,0.138,0.546,37183,17056.6,3.15,0.525,1,Established,Poor,Small,Low
BIZ1789,18,IT,TAS,432395,65293,594358,306508,620,77840,12,1,0,4.42,0.516,0.151,0.18,287850,22757.63,10.483,0.26,0,Mature,Fair,Medium,Medium
BIZ1790,1,Healthcare,TAS,119130,13262,92396,34869,758,35853,24,3,0,0.23,0.377,0.111,0.301,57527,59565.0,4.622,0.07,0,Startup,Excellent,Small,Low
BIZ1791,6,Education,TAS,284675,38548,313601,149324,838,43119,36,2,0,3.48,0.476,0.135,0.151,164277,40667.86,11.172,0.057,0,Established,Excellent,Small,Low
BIZ1792,5,Construction,WA,262398,62811,552709,177864,841,66696,24,1,0,2.16,0.322,0.239,0.254,374845,43733.0,11.77,0.115,0,Established,Excellent,Medium,Low
BIZ1793,6,Hospitality,SA,131959,12992,170335,87756,569,44501,48,3,0,-0.95,0.515,0.098,0.337,82579,18851.29,3.648,0.384,0,Established,Fair,Small,Medium
BIZ1794,1,Retail,NT,167007,24300,148852,110479,660,13248,12,2,0,2.08,0.742,0.146,0.079,38373,83503.5,22.906,0.332,0,Startup,Good,Small,Medium
BIZ1795,13,Retail,TAS,152794,7181,341451,236936,404,67715,36,2,0,3.87,0.694,0.047,0.443,104515,10913.86,1.325,0.661,1,Mature,Poor,Medium,Medium
BIZ1796,17,Professional Services,QLD,44312,11380,61391,33293,518,15456,24,0,0,6.74,0.542,0.257,0.349,28098,2461.78,9.196,0.336,0,Mature,Fair,Small,Medium
BIZ1797,5,IT,QLD,102755,8140,54175,33110,323,51986,60,7,2,7.43,0.611,0.079,0.506,21065,17125.83,1.957,0.609,1,Established,Poor,Medium,Medium
BIZ1798,8,Transport,TAS,209394,23936,562427,481508,609,41769,36,3,1,0.8,0.856,0.114,0.199,80919,23266.0,7.161,0.491,0,Established,Fair,Small,Medium
BIZ1799,16,Healthcare,ACT,287313,18983,345845,144643,753,157110,60,4,0,0.62,0.418,0.066,0.547,201202,16900.76,1.51,0.088,0,Mature,Excellent,Medium,Low
BIZ1800,8,Construction,TAS,59608,10513,42930,14318,533,35721,60,2,1,2.62,0.334,0.176,0.599,28612,6623.11,3.678,0.657,1,Established,Fair,Small,Low
BIZ1801,1,Retail,QLD,142940,15742,34811,18417,648,79419,36,1,0,0.87,0.529,0.11,0.556,16394,71470.0,2.477,0.404,0,Startup,Good,Medium,Medium
BIZ1802,6,Hospitality,WA,109711,27327,39303,30878,647,52424,24,3,1,6.14,0.786,0.249,0.478,8425,15673.0,6.514,0.628,0,Established,Good,Medium,Medium
BIZ1803,6,Professional Services,NSW,90897,9840,206398,310904,673,45157,24,0,0,2.8,1.506,0.108,0.497,-104506,12985.29,2.723,0.419,0,Established,Good,Small,High
BIZ1804,4,Hospitality,NSW,126652,12960,294489,711400,825,46298,24,1,0,2.67,2.416,0.102,0.366,-416911,25330.4,3.498,0.465,0,Established,Excellent,Small,High
BIZ1805,9,Healthcare,NT,114989,15822,99087,21141,580,17775,48,0,0,4.43,0.213,0.138,0.155,77946,11498.9,11.119,0.248,1,Mature,Fair,Small,Low
BIZ1806,17,Transport,NT,144204,23293,40816,14531,645,60907,12,2,0,2.98,0.356,0.162,0.422,26285,8011.33,4.779,0.288,0,Mature,Good,Medium,Low
BIZ1807,16,Professional Services,TAS,270817,19100,115498,85157,644,119704,12,2,0,3.42,0.737,0.071,0.442,30341,15930.41,1.994,0.332,0,Mature,Good,Medium,Medium
BIZ1808,4,Professional Services,VIC,170909,287,52818,8523,314,101171,36,2,1,3.29,0.161,0.002,0.592,44295,34181.8,0.035,0.567,1,Established,Poor,Medium,Low
BIZ1809,1,Education,TAS,122689,15057,37098,6777,665,42660,36,1,0,2.07,0.183,0.123,0.348,30321,61344.5,4.411,0.196,0,Startup,Good,Small,Low
BIZ1810,25,Construction,ACT,364119,33735,1005823,1950757,774,72551,36,1,0,-0.21,1.939,0.093,0.199,-944934,14004.58,5.811,0.489,0,Mature,Excellent,Medium,High
BIZ1811,11,Professional Services,TAS,214690,64471,604950,91524,349,91462,36,1,0,7.78,0.151,0.3,0.426,513426,17890.83,8.81,0.406,0,Mature,Poor,Medium,Low
BIZ1812,1,Education,NT,92533,10874,38669,89130,375,54470,48,1,1,-0.22,2.305,0.118,0.589,-50461,46266.5,2.495,0.775,1,Startup,Poor,Medium,High
BIZ1813,16,Education,NSW,42108,5425,34294,28199,585,6209,36,1,0,7.46,0.822,0.129,0.147,6095,2476.94,10.9,0.312,0,Mature,Fair,Small,Medium
BIZ1814,13,Healthcare,QLD,49440,9579,18725,10573,825,11336,24,0,0,3.52,0.565,0.194,0.229,8152,3531.43,10.551,0.113,0,Mature,Excellent,Small,Medium
BIZ1815,5,Manufacturing,TAS,189712,25714,153909,45437,632,66026,48,2,0,0.7,0.295,0.136,0.348,108472,31618.67,4.867,0.274,0,Established,Good,Medium,Low
BIZ1816,6,Hospitality,QLD,63499,2458,139018,66235,722,9119,60,3,0,4.16,0.476,0.039,0.144,72783,9071.29,3.365,0.216,0,Established,Good,Small,Low
BIZ1817,4,Transport,QLD,48745,5009,76236,47738,693,5000,12,2,0,4.86,0.626,0.103,0.103,28498,9749.0,12.491,0.307,0,Established,Good,Small,Medium
BIZ1818,1,Agriculture,VIC,58066,7651,77229,19759,812,13665,36,4,0,7.65,0.256,0.132,0.235,57470,29033.0,6.992,0.116,0,Startup,Excellent,Small,Low
BIZ1819,3,Hospitality,QLD,61012,19593,44458,15230,849,32089,36,4,0,-1.45,0.343,0.321,0.526,29228,15253.0,7.629,0.071,0,Established,Excellent,Small,Low
BIZ1820,10,Professional Services,NSW,179055,56901,312584,125701,831,13233,24,6,0,2.08,0.402,0.318,0.074,186883,16277.73,53.698,0.097,0,Mature,Excellent,Small,Low
BIZ1821,1,Transport,WA,88457,7721,106753,49176,754,25290,48,0,0,6.63,0.461,0.087,0.286,57577,44228.5,3.814,0.072,0,Startup,Excellent,Small,Low
BIZ1822,3,Retail,WA,37772,8662,39405,18370,688,17723,24,0,0,4.74,0.466,0.229,0.469,21035,9443.0,6.105,0.233,0,Established,Good,Small,Low
BIZ1823,4,Manufacturing,SA,100884,7961,77070,66225,686,57932,48,2,0,3.96,0.859,0.079,0.574,10845,20176.8,1.717,0.269,0,Established,Good,Medium,Medium
BIZ1824,5,Retail,ACT,115333,1410,114302,21869,822,68278,36,2,0,6.94,0.191,0.012,0.592,92433,19222.17,0.258,0.206,0,Established,Excellent,Medium,Low
BIZ1825,16,Retail,TAS,70577,3050,68693,7550,805,19908,36,4,0,1.96,0.11,0.043,0.282,61143,4151.59,1.914,0.168,0,Mature,Excellent,Small,Low
BIZ1826,3,Construction,ACT,221708,2583,131171,77789,317,126974,24,2,0,-4.69,0.593,0.012,0.573,53382,55427.0,0.254,0.675,1,Established,Poor,Medium,Medium
BIZ1827,3,Hospitality,NSW,73522,12898,37812,78561,481,5108,24,1,1,1.4,2.078,0.175,0.069,-40749,18380.5,31.486,1.0,1,Established,Poor,Small,High
BIZ1828,9,Agriculture,QLD,214450,18261,96537,37085,768,98701,12,1,0,8.54,0.384,0.085,0.46,59452,21445.0,2.312,0.076,0,Mature,Excellent,Medium,Low
BIZ1829,4,Healthcare,WA,149903,20623,70124,25556,559,60487,24,6,0,3.4,0.364,0.138,0.404,44568,29980.6,4.261,0.262,0,Established,Fair,Medium,Low
BIZ1830,2,Agriculture,ACT,188834,46201,138103,123365,807,35356,36,3,0,-0.03,0.893,0.245,0.187,14738,62944.67,16.328,0.186,0,Startup,Excellent,Small,Medium
BIZ1831,4,Retail,NSW,45753,6411,30315,37647,539,15053,48,0,0,6.5,1.242,0.14,0.329,-7332,9150.6,5.319,0.759,1,Established,Fair,Small,High
BIZ1832,1,Professional Services,WA,105748,10702,59657,40396,407,12822,36,2,0,5.03,0.677,0.101,0.121,19261,52874.0,10.423,0.48,0,Startup,Poor,Small,Medium
BIZ1833,2,Manufacturing,QLD,95131,3968,51335,35752,472,50360,48,4,2,2.94,0.696,0.042,0.529,15583,31710.33,0.985,0.644,1,Startup,Poor,Medium,Medium
BIZ1834,5,IT,ACT,36482,735,35585,13065,585,9005,36,1,0,4.26,0.367,0.02,0.247,22520,6080.33,1.019,0.313,1,Established,Fair,Small,Low
BIZ1835,4,Agriculture,WA,213959,15611,400353,216442,617,84369,48,2,2,-0.55,0.541,0.073,0.394,183911,42791.8,2.313,0.501,1,Established,Fair,Medium,Medium
BIZ1836,15,Retail,TAS,55704,4070,45308,12528,666,7649,60,0,0,1.41,0.277,0.073,0.137,32780,3481.5,6.64,0.258,0,Mature,Good,Small,Low
BIZ1837,3,Manufacturing,NT,64427,6113,50387,26710,623,10526,24,0,0,2.31,0.53,0.095,0.163,23677,16106.75,7.251,0.294,0,Established,Good,Small,Medium
BIZ1838,6,Transport,TAS,48565,5242,22691,12011,817,28924,48,2,0,5.8,0.529,0.108,0.596,10680,6937.86,2.264,0.046,0,Established,Excellent,Small,Medium
BIZ1839,7,Hospitality,SA,161269,29715,115495,256293,740,74860,36,1,0,0.85,2.219,0.184,0.464,-140798,20158.62,4.961,0.567,1,Established,Good,Medium,High
BIZ1840,1,Education,SA,33923,1772,56729,26439,697,19644,48,2,0,2.42,0.466,0.052,0.579,30290,16961.5,1.127,0.151,0,Startup,Good,Small,Low
BIZ1841,7,Construction,WA,152133,34410,232114,61602,746,32361,36,3,0,6.82,0.265,0.226,0.213,170512,19016.62,13.286,0.199,0,Established,Good,Small,Low
BIZ1842,2,Manufacturing,NT,205080,47101,300120,208342,637,28815,36,3,0,10.07,0.694,0.23,0.141,91778,68360.0,20.424,0.355,0,Startup,Good,Small,Medium
BIZ1843,20,Professional Services,NSW,143777,24742,206393,130892,693,46970,24,3,0,-0.11,0.634,0.172,0.327,75501,6846.52,6.583,0.203,0,Mature,Good,Small,Medium
BIZ1844,1,Professional Services,TAS,162566,151,172970,92182,369,52357,12,1,0,2.92,0.533,0.001,0.322,80788,81283.0,0.036,0.522,1,Startup,Poor,Medium,Medium
BIZ1845,4,Manufacturing,NSW,167993,6899,174975,36189,465,24564,36,1,0,-2.02,0.207,0.041,0.146,138786,33598.6,3.509,0.396,0,Established,Poor,Small,Low
BIZ1846,1,Professional Services,NT,50787,3977,48158,13294,478,23020,60,1,0,2.46,0.276,0.078,0.453,34864,25393.5,2.158,0.462,1,Startup,Poor,Small,Low
BIZ1847,25,Hospitality,NSW,269497,24123,171816,128170,337,67098,48,0,0,1.63,0.746,0.09,0.249,43646,10365.27,4.493,0.651,1,Mature,Poor,Medium,Medium
BIZ1848,5,Professional Services,NT,71535,4582,61584,21177,699,10909,36,5,0,6.25,0.344,0.064,0.152,40407,11922.5,5.244,0.189,0,Established,Good,Small,Low
BIZ1849,6,Agriculture,WA,94233,13339,87806,199818,586,21917,48,2,0,-1.02,2.276,0.142,0.233,-112012,13461.86,7.603,0.626,1,Established,Fair,Small,High
BIZ1850,1,Education,NSW,78210,3625,93625,54756,781,28156,48,2,0,-1.43,0.585,0.046,0.36,38869,39105.0,1.609,0.127,0,Startup,Excellent,Small,Medium
BIZ1851,9,Professional Services,TAS,139257,14039,121082,83454,760,62604,24,2,0,7.06,0.689,0.101,0.45,37628,13925.7,2.803,0.13,0,Mature,Excellent,Medium,Medium
BIZ1852,2,Education,QLD,67736,2950,196117,174043,821,21339,12,2,0,0.6,0.887,0.044,0.315,22074,22578.67,1.727,0.193,0,Startup,Excellent,Small,Medium
BIZ1853,14,Retail,SA,103449,5021,40984,33144,779,35077,24,0,0,3.09,0.809,0.049,0.339,7840,6896.6,1.789,0.238,0,Mature,Excellent,Small,Medium
BIZ1854,2,Healthcare,QLD,41575,1798,53526,24112,611,5255,48,2,0,3.39,0.45,0.043,0.126,29414,13858.33,4.267,0.313,0,Startup,Fair,Small,Low
BIZ1855,2,Hospitality,NSW,223075,33896,178174,439667,720,123378,48,1,1,0.14,2.468,0.152,0.553,-261493,74358.33,3.434,0.758,1,Startup,Good,Medium,High
BIZ1856,1,Healthcare,QLD,157868,33128,129417,27407,588,88532,24,0,0,0.14,0.212,0.21,0.561,102010,78934.0,4.677,0.301,0,Startup,Fair,Medium,Low
BIZ1857,4,Retail,TAS,80452,11244,40451,21889,809,34263,24,4,0,5.88,0.541,0.14,0.426,18562,16090.4,4.101,0.098,0,Established,Excellent,Small,Medium
BIZ1858,5,Hospitality,TAS,71082,5422,107279,48243,785,5000,48,3,0,4.53,0.45,0.076,0.07,59036,11847.0,13.521,0.136,0,Established,Excellent,Small,Low
BIZ1859,1,Manufacturing,NSW,155009,31382,187764,158142,752,53538,60,2,0,2.45,0.842,0.202,0.345,29622,77504.5,7.325,0.182,0,Startup,Excellent,Medium,Medium
BIZ1860,9,Manufacturing,WA,60167,2139,81231,21960,649,23830,48,5,0,2.09,0.27,0.036,0.396,59271,6016.7,1.121,0.271,0,Mature,Good,Small,Low
BIZ1861,4,Education,QLD,107770,12199,97665,17078,779,64345,36,4,0,3.45,0.175,0.113,0.597,80587,21554.0,2.369,0.069,0,Established,Excellent,Medium,Low
BIZ1862,5,Retail,WA,222566,4511,149947,311366,337,133058,24,3,1,3.65,2.076,0.02,0.598,-161419,37094.33,0.424,1.0,1,Established,Poor,Medium,High
BIZ1863,4,Education,WA,55944,639,44009,12751,461,29185,36,2,1,6.28,0.29,0.011,0.522,31258,11188.8,0.274,0.566,0,Established,Poor,Small,Low
BIZ1864,4,Construction,NT,127774,3489,135685,73514,806,10874,24,1,0,2.44,0.542,0.027,0.085,62171,25554.8,4.006,0.167,0,Established,Excellent,Small,Medium
BIZ1865,5,Professional Services,VIC,123131,2179,30262,59161,726,70714,48,1,0,3.83,1.955,0.018,0.574,-28899,20521.83,0.385,0.462,1,Established,Good,Medium,High
BIZ1866,2,IT,NSW,92213,6236,127467,56198,771,35683,36,1,0,4.65,0.441,0.068,0.387,71269,30737.67,2.184,0.111,0,Startup,Excellent,Small,Low
BIZ1867,2,Construction,SA,69379,16397,243544,186833,306,34029,48,3,3,4.71,0.767,0.236,0.49,56711,23126.33,6.021,0.904,1,Startup,Poor,Small,Medium
BIZ1868,12,Professional Services,TAS,231042,10970,252345,97694,756,63295,36,4,0,6.85,0.387,0.047,0.274,154651,17772.46,2.166,0.117,0,Mature,Excellent,Medium,Low
BIZ1869,18,Hospitality,TAS,64971,8243,44942,20620,675,14671,48,1,0,2.46,0.459,0.127,0.226,24322,3419.53,7.017,0.187,0,Mature,Good,Small,Low
BIZ1870,3,Education,NSW,30000,297,22297,15920,796,9143,36,3,0,0.8,0.714,0.01,0.305,6377,7500.0,0.405,0.221,0,Established,Excellent,Small,Medium
BIZ1871,2,Hospitality,NT,154565,5692,193473,285355,833,20214,36,6,0,1.43,1.475,0.037,0.131,-91882,51521.67,3.518,0.536,1,Startup,Excellent,Small,High
BIZ1872,7,Hospitality,ACT,42577,1260,29854,14359,759,10490,36,1,0,4.42,0.481,0.03,0.246,15495,5322.12,1.5,0.198,0,Established,Excellent,Small,Low
BIZ1873,4,Professional Services,ACT,160222,9290,220912,138250,588,83586,12,1,0,2.18,0.626,0.058,0.522,82662,32044.4,1.389,0.383,0,Established,Fair,Medium,Medium
BIZ1874,1,Retail,ACT,251307,14567,185339,134267,780,17810,60,2,0,9.36,0.724,0.058,0.071,51072,125653.5,10.217,0.304,0,Startup,Excellent,Small,Medium
BIZ1875,2,Professional Services,NT,153403,21807,351278,438233,502,20399,36,1,0,2.54,1.248,0.142,0.133,-86955,51134.33,13.355,0.513,1,Startup,Fair,Small,High
BIZ1876,8,Transport,SA,208978,46942,470683,98775,428,24829,36,4,2,-0.36,0.21,0.225,0.119,371908,23219.78,23.621,0.612,0,Established,Poor,Small,Low
BIZ1877,7,Manufacturing,TAS,405969,22674,272646,243388,718,110298,48,1,0,3.47,0.893,0.056,0.272,29258,50746.12,2.569,0.269,0,Established,Good,Medium,Medium
BIZ1878,1,Manufacturing,NSW,194217,3232,151466,100636,780,116208,48,1,0,7.12,0.664,0.017,0.598,50830,97108.5,0.348,0.225,0,Startup,Excellent,Medium,Medium
BIZ1879,2,Construction,NT,124417,21108,100506,80943,717,18083,36,2,0,0.05,0.805,0.17,0.145,19563,41472.33,14.581,0.339,0,Startup,Good,Small,Medium
BIZ1880,2,Manufacturing,TAS,309825,8835,252302,537895,843,40282,60,3,0,-0.03,2.132,0.029,0.13,-285593,103275.0,2.741,0.433,1,Startup,Excellent,Small,High
BIZ1881,7,Professional Services,WA,337170,64053,156355,305758,736,186549,12,2,0,1.94,1.956,0.19,0.553,-149403,42146.25,4.292,0.388,0,Established,Good,Medium,High
BIZ1882,1,Agriculture,QLD,340489,35790,145187,66490,593,182205,24,2,0,0.56,0.458,0.105,0.535,78697,170244.5,2.455,0.319,0,Startup,Fair,Medium,Low
BIZ1883,1,Education,QLD,69947,1858,121218,62518,815,5000,36,1,0,-1.55,0.516,0.027,0.071,58700,34973.5,4.633,0.117,0,Startup,Excellent,Small,Medium
BIZ1884,10,Professional Services,NT,38261,7986,60237,10950,423,17731,36,1,0,-2.12,0.182,0.209,0.463,49287,3478.27,5.626,0.387,1,Mature,Poor,Small,Low
BIZ1885,2,Professional Services,TAS,67021,16749,104430,49402,758,27512,36,0,0,3.2,0.473,0.25,0.41,55028,22340.33,7.606,0.13,0,Startup,Excellent,Small,Low
BIZ1886,7,IT,VIC,161546,5579,126869,69486,540,76291,36,1,1,4.65,0.548,0.035,0.472,57383,20193.25,0.914,0.474,1,Established,Fair,Medium,Medium
BIZ1887,2,Education,SA,110349,7707,281140,44970,684,35529,36,3,0,0.4,0.16,0.07,0.322,236170,36783.0,2.711,0.189,0,Startup,Good,Small,Low
BIZ1888,1,Transport,ACT,85430,15913,69007,36647,731,50852,48,0,0,2.29,0.531,0.186,0.595,32360,42715.0,3.911,0.219,0,Startup,Good,Medium,Medium
BIZ1889,2,Manufacturing,SA,146142,20714,200799,285975,611,10831,36,2,0,3.05,1.424,0.142,0.074,-85176,48714.0,23.878,0.53,0,Startup,Fair,Small,High
BIZ1890,8,Education,SA,35257,5657,15000,2182,575,6307,60,3,1,-0.82,0.145,0.16,0.179,12818,3917.44,11.19,0.341,0,Established,Fair,Small,Low
BIZ1891,12,Manufacturing,NT,108968,7435,77727,165235,594,29214,48,4,2,5.08,2.126,0.068,0.268,-87508,8382.15,3.18,0.741,1,Mature,Fair,Small,High
BIZ1892,11,Construction,WA,215975,17097,161042,105691,520,64226,24,5,0,3.14,0.656,0.079,0.297,55351,17997.92,3.327,0.637,1,Mature,Fair,Medium,Medium
BIZ1893,4,Education,SA,145004,10056,114144,90895,525,80731,24,0,0,4.07,0.796,0.069,0.557,23249,29000.8,1.557,0.458,0,Established,Fair,Medium,Medium
BIZ1894,7,Manufacturing,QLD,160214,3957,59217,124248,716,57356,36,2,0,4.54,2.098,0.025,0.358,-65031,20026.75,0.862,0.475,1,Established,Good,Medium,High
BIZ1895,2,Transport,WA,301993,45128,377183,160943,754,22592,48,2,0,9.78,0.427,0.149,0.075,216240,100664.33,24.955,0.118,0,Startup,Excellent,Small,Low
BIZ1896,3,Healthcare,NSW,94249,16608,143037,93784,648,25854,12,1,1,-0.57,0.656,0.176,0.274,49253,23562.25,8.026,0.448,0,Established,Good,Small,Medium
BIZ1897,14,Hospitality,SA,62494,5990,32745,22761,845,17440,24,0,0,-0.18,0.695,0.096,0.279,9984,4166.27,4.29,0.231,0,Mature,Excellent,Small,Medium
BIZ1898,1,Hospitality,SA,226989,2883,93363,18497,666,131885,60,1,0,7.55,0.198,0.013,0.581,74866,113494.5,0.273,0.351,0,Startup,Good,Medium,Low
BIZ1899,1,Transport,NSW,224085,5498,115660,232183,670,85053,36,3,0,4.46,2.007,0.025,0.38,-116523,112042.5,0.808,0.578,0,Startup,Good,Medium,High
BIZ1900,2,IT,SA,145918,26468,160829,242196,723,58310,24,1,0,2.71,1.506,0.181,0.4,-81367,48639.33,5.673,0.404,0,Startup,Good,Medium,High
BIZ1901,1,Healthcare,NSW,88233,8923,50502,22821,662,39024,24,1,0,1.07,0.452,0.101,0.442,27681,44116.5,2.857,0.156,0,Startup,Good,Small,Low
BIZ1902,2,Construction,WA,98811,15824,74646,13428,685,46789,48,1,0,1.8,0.18,0.16,0.474,61218,32937.0,4.226,0.215,0,Startup,Good,Small,Low
BIZ1903,6,Transport,QLD,40386,6480,17364,13988,439,16125,48,2,0,1.86,0.806,0.16,0.399,3376,5769.43,5.019,0.515,0,Established,Poor,Small,Medium
BIZ1904,4,Hospitality,NSW,215143,38408,577596,136845,847,38824,24,3,0,-1.98,0.237,0.179,0.18,440751,43028.6,12.362,0.104,0,Established,Excellent,Small,Low
BIZ1905,14,Hospitality,VIC,209893,37078,179561,95626,832,111395,36,1,0,5.42,0.533,0.177,0.531,83935,13992.87,4.16,0.096,0,Mature,Excellent,Medium,Medium
BIZ1906,11,Hospitality,NT,39411,3724,64320,24624,502,17840,48,2,1,-3.53,0.383,0.094,0.453,39696,3284.25,2.607,0.595,1,Mature,Fair,Small,Low
BIZ1907,3,Retail,NT,181197,9012,199434,133816,842,82993,48,1,0,-0.05,0.671,0.05,0.458,65618,45299.25,1.357,0.29,0,Established,Excellent,Medium,Medium
BIZ1908,2,Transport,NSW,130989,16331,104583,23758,466,78345,48,1,0,1.2,0.227,0.125,0.598,80825,43663.0,2.605,0.411,0,Startup,Poor,Medium,Low
BIZ1909,3,Professional Services,NT,48272,3910,37362,12013,597,23720,36,1,1,8.93,0.322,0.081,0.491,25349,12068.0,2.059,0.393,0,Established,Fair,Small,Low
BIZ1910,6,Construction,SA,42438,2576,22486,15468,438,21475,60,3,1,2.2,0.688,0.061,0.506,7018,6062.57,1.499,0.853,1,Established,Poor,Small,Medium
BIZ1911,2,Hospitality,ACT,128212,12168,80110,48271,833,73500,36,0,0,3.45,0.603,0.095,0.573,31839,42737.33,2.069,0.261,0,Startup,Excellent,Medium,Medium
BIZ1912,6,Manufacturing,ACT,74727,3729,33420,49659,815,9947,24,0,0,-0.13,1.486,0.05,0.133,-16239,10675.29,4.68,0.369,0,Established,Excellent,Small,High
BIZ1913,4,Transport,NT,352908,3947,147833,364051,755,114253,48,1,0,5.11,2.463,0.011,0.324,-216218,70581.6,0.432,0.502,0,Established,Excellent,Medium,High
BIZ1914,5,Retail,WA,192301,38809,550533,84085,343,71019,36,0,0,11.36,0.153,0.202,0.369,466448,32050.17,6.83,0.566,1,Established,Poor,Medium,Low
BIZ1915,4,Transport,TAS,137528,20376,133109,48682,698,31782,48,1,0,3.97,0.366,0.148,0.231,84427,27505.6,8.011,0.173,0,Established,Good,Small,Low
BIZ1916,3,Construction,WA,142365,18513,280851,370919,717,72844,12,3,0,1.49,1.321,0.13,0.512,-90068,35591.25,3.176,0.554,1,Established,Good,Medium,High
BIZ1917,18,Retail,TAS,250598,4081,127410,238491,549,117613,48,3,1,-3.6,1.872,0.016,0.469,-111081,13189.37,0.434,1.0,1,Mature,Fair,Medium,High
BIZ1918,9,Construction,ACT,178539,39746,68981,101918,691,79715,24,2,0,4.58,1.477,0.223,0.446,-32937,17853.9,6.232,0.561,1,Mature,Good,Medium,High
BIZ1919,1,Transport,ACT,140061,14191,63778,20370,345,83817,36,2,0,-0.46,0.319,0.101,0.598,43408,70030.5,2.116,0.476,1,Startup,Poor,Medium,Low
BIZ1920,13,Professional Services,NSW,49702,7158,31588,72209,540,9575,12,3,0,0.23,2.286,0.144,0.193,-40621,3550.14,9.332,0.617,1,Mature,Fair,Small,High
